,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,BHARTIARTL.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2009-06-23,,"{'1. open': '781.9998', '2. high': '794.3497', '3. low': '774.9997', '4. close': '786.3498', '5. volume': '870342'}"
2009-06-22,,"{'1. open': '809.9997', '2. high': '813.9997', '3. low': '786.2998', '4. close': '792.3497', '5. volume': '956353'}"
2009-06-19,,"{'1. open': '814.9997', '2. high': '819.6997', '3. low': '792.2998', '4. close': '805.5997', '5. volume': '706859'}"
2009-06-18,,"{'1. open': '804.9996', '2. high': '813.9997', '3. low': '793.9997', '4. close': '805.2496', '5. volume': '701437'}"
2009-06-17,,"{'1. open': '814.7497', '2. high': '824.4998', '3. low': '794.9997', '4. close': '802.3496', '5. volume': '920300'}"
2009-06-16,,"{'1. open': '809.9997', '2. high': '826.9498', '3. low': '787.8996', '4. close': '807.8996', '5. volume': '1247391'}"
2009-06-15,,"{'1. open': '825.9997', '2. high': '827.5497', '3. low': '811.3497', '4. close': '818.4997', '5. volume': '11595108'}"
2009-06-12,,"{'1. open': '854.5997', '2. high': '864.9997', '3. low': '820.3496', '4. close': '830.4497', '5. volume': '1164749'}"
2009-06-11,,"{'1. open': '839.9997', '2. high': '865.9997', '3. low': '838.4997', '4. close': '854.5997', '5. volume': '2026759'}"
2009-06-10,,"{'1. open': '790.9997', '2. high': '848.9998', '3. low': '790.9997', '4. close': '835.0496', '5. volume': '2167473'}"
2009-06-09,,"{'1. open': '800.9998', '2. high': '816.4997', '3. low': '792.9996', '4. close': '812.7997', '5. volume': '852160'}"
2009-06-08,,"{'1. open': '829.9997', '2. high': '836.9997', '3. low': '801.9998', '4. close': '811.3497', '5. volume': '909149'}"
2009-06-05,,"{'1. open': '824.9997', '2. high': '832.4997', '3. low': '807.6997', '4. close': '824.7997', '5. volume': '1726333'}"
2009-06-04,,"{'1. open': '774.9997', '2. high': '814.8998', '3. low': '740.9998', '4. close': '812.1497', '5. volume': '1137962'}"
2009-06-03,,"{'1. open': '799.9998', '2. high': '818.2497', '3. low': '788.9997', '4. close': '795.9997', '5. volume': '1718421'}"
2009-06-02,,"{'1. open': '898.9496', '2. high': '898.9496', '3. low': '789.9997', '4. close': '800.0497', '5. volume': '1389585'}"
2009-06-01,,"{'1. open': '920.9996', '2. high': '920.9996', '3. low': '782.4997', '4. close': '805.9497', '5. volume': '2382933'}"
2009-05-29,,"{'1. open': '804.6997', '2. high': '835.2998', '3. low': '801.9998', '4. close': '819.6497', '5. volume': '3209598'}"
2009-05-28,,"{'1. open': '799.8497', '2. high': '806.9997', '3. low': '764.1997', '4. close': '795.1997', '5. volume': '5739100'}"
2009-05-27,,"{'1. open': '788.9997', '2. high': '829.7998', '3. low': '750.9998', '4. close': '768.8997', '5. volume': '7163465'}"
2009-05-26,,"{'1. open': '858.7997', '2. high': '858.7997', '3. low': '760.0497', '4. close': '770.3997', '5. volume': '4215722'}"
2009-05-25,,"{'1. open': '898.9997', '2. high': '930.4997', '3. low': '786.9997', '4. close': '811.3997', '5. volume': '5138236'}"
2009-05-22,,"{'1. open': '854.9996', '2. high': '864.4997', '3. low': '844.9997', '4. close': '857.8496', '5. volume': '1327527'}"
2009-05-21,,"{'1. open': '867.6996', '2. high': '877.3997', '3. low': '845.5996', '4. close': '850.9998', '5. volume': '828511'}"
2009-05-20,,"{'1. open': '905.0497', '2. high': '907.9997', '3. low': '842.6497', '4. close': '859.2497', '5. volume': '2363657'}"
2009-05-19,,"{'1. open': '989.9996', '2. high': '989.9996', '3. low': '798.9997', '4. close': '914.6497', '5. volume': '1688309'}"
2009-05-18,,"{'1. open': '899.8996', '2. high': '984.9997', '3. low': '879.9998', '4. close': '937.5997', '5. volume': '20462'}"
2009-05-15,,"{'1. open': '766.0497', '2. high': '809.9997', '3. low': '766.0497', '4. close': '799.7998', '5. volume': '1037759'}"
2009-05-14,,"{'1. open': '784.8998', '2. high': '784.8998', '3. low': '755.9997', '4. close': '764.0498', '5. volume': '846241'}"
2009-05-13,,"{'1. open': '794.9997', '2. high': '820.7997', '3. low': '779.9997', '4. close': '796.9997', '5. volume': '911810'}"
2009-05-12,,"{'1. open': '748.7998', '2. high': '798.9497', '3. low': '739.9998', '4. close': '794.1996', '5. volume': '827279'}"
2009-05-11,,"{'1. open': '768.0997', '2. high': '781.9998', '3. low': '745.1497', '4. close': '747.6497', '5. volume': '393020'}"
2009-05-08,,"{'1. open': '758.9997', '2. high': '784.6997', '3. low': '752.9998', '4. close': '767.3997', '5. volume': '306199'}"
2009-05-07,,"{'1. open': '759.9997', '2. high': '783.9497', '3. low': '757.9997', '4. close': '778.1997', '5. volume': '912045'}"
2009-05-06,,"{'1. open': '749.6997', '2. high': '771.2497', '3. low': '741.9997', '4. close': '756.1497', '5. volume': '678833'}"
2009-05-05,,"{'1. open': '753.9997', '2. high': '762.6997', '3. low': '738.6996', '4. close': '752.2498', '5. volume': '931024'}"
2009-05-04,,"{'1. open': '759.9997', '2. high': '791.9997', '3. low': '749.9998', '4. close': '757.8996', '5. volume': '1428673'}"
2009-04-29,,"{'1. open': '734.6998', '2. high': '754.4997', '3. low': '714.2998', '4. close': '749.2997', '5. volume': '2256909'}"
2009-04-28,,"{'1. open': '744.9997', '2. high': '751.9998', '3. low': '713.9997', '4. close': '725.6997', '5. volume': '808242'}"
2009-04-27,,"{'1. open': '738.9998', '2. high': '755.5997', '3. low': '699.9997', '4. close': '742.7497', '5. volume': '716474'}"
2009-04-24,,"{'1. open': '710.0497', '2. high': '759.5997', '3. low': '708.9998', '4. close': '747.6998', '5. volume': '1285673'}"
2009-04-23,,"{'1. open': '709.9998', '2. high': '720.9998', '3. low': '688.2497', '4. close': '708.8998', '5. volume': '956063'}"
2009-04-22,,"{'1. open': '720.0497', '2. high': '724.7497', '3. low': '698.0497', '4. close': '710.6498', '5. volume': '1771889'}"
2009-04-21,,"{'1. open': '682.0997', '2. high': '735.6998', '3. low': '669.9998', '4. close': '718.7497', '5. volume': '2075545'}"
2009-04-20,,"{'1. open': '680.0497', '2. high': '695.9997', '3. low': '666.5997', '4. close': '688.7998', '5. volume': '610214'}"
2009-04-17,,"{'1. open': '679.9997', '2. high': '691.4498', '3. low': '668.4998', '4. close': '678.3497', '5. volume': '936942'}"
2009-04-16,,"{'1. open': '689.6998', '2. high': '704.7997', '3. low': '664.9997', '4. close': '668.7497', '5. volume': '1141189'}"
2009-04-15,,"{'1. open': '664.9997', '2. high': '687.4497', '3. low': '654.1498', '4. close': '685.0997', '5. volume': '932886'}"
2009-04-13,,"{'1. open': '674.9997', '2. high': '677.9998', '3. low': '635.9997', '4. close': '663.1998', '5. volume': '668672'}"
2009-04-09,,"{'1. open': '667.9997', '2. high': '689.7998', '3. low': '661.1998', '4. close': '668.2497', '5. volume': '972285'}"
2009-04-08,,"{'1. open': '627.9998', '2. high': '670.9998', '3. low': '602.9998', '4. close': '662.9497', '5. volume': '1425022'}"
2009-04-06,,"{'1. open': '649.9997', '2. high': '669.9998', '3. low': '646.3997', '4. close': '659.8497', '5. volume': '730017'}"
2009-04-02,,"{'1. open': '618.9997', '2. high': '649.6997', '3. low': '618.9997', '4. close': '638.4497', '5. volume': '1263516'}"
2009-04-01,,"{'1. open': '625.7998', '2. high': '627.9998', '3. low': '594.2997', '4. close': '615.0498', '5. volume': '1729743'}"
2009-03-31,,"{'1. open': '606.9997', '2. high': '635.9498', '3. low': '604.9998', '4. close': '625.7998', '5. volume': '1109692'}"
2009-03-30,,"{'1. open': '615.0498', '2. high': '618.3998', '3. low': '596.2499', '4. close': '609.8497', '5. volume': '759124'}"
2009-03-27,,"{'1. open': '621.9998', '2. high': '636.9997', '3. low': '607.9997', '4. close': '622.1998', '5. volume': '1061399'}"
2009-03-26,,"{'1. open': '599.9498', '2. high': '622.0997', '3. low': '583.9999', '4. close': '620.2999', '5. volume': '2924189'}"
2009-03-25,,"{'1. open': '600.0497', '2. high': '607.9997', '3. low': '582.9998', '4. close': '591.0498', '5. volume': '1344742'}"
2009-03-24,,"{'1. open': '604.9998', '2. high': '620.2999', '3. low': '595.0998', '4. close': '603.4498', '5. volume': '1525178'}"
2009-03-23,,"{'1. open': '569.2998', '2. high': '599.7997', '3. low': '567.4998', '4. close': '593.4498', '5. volume': '1329973'}"
2009-03-20,,"{'1. open': '570.9997', '2. high': '571.8997', '3. low': '553.7998', '4. close': '569.2998', '5. volume': '747021'}"
2009-03-19,,"{'1. open': '574.8998', '2. high': '575.9997', '3. low': '563.9998', '4. close': '571.3998', '5. volume': '1016882'}"
2009-03-18,,"{'1. open': '578.9998', '2. high': '578.9998', '3. low': '556.6499', '4. close': '569.1998', '5. volume': '3650249'}"
2009-03-17,,"{'1. open': '571.9998', '2. high': '584.5998', '3. low': '563.4997', '4. close': '571.0999', '5. volume': '1647638'}"
2009-03-16,,"{'1. open': '564.8998', '2. high': '576.8998', '3. low': '558.9998', '4. close': '571.9498', '5. volume': '1853403'}"
2009-03-13,,"{'1. open': '554.9998', '2. high': '568.3998', '3. low': '545.2998', '4. close': '558.6998', '5. volume': '4896053'}"
2009-03-12,,"{'1. open': '598.9998', '2. high': '600.9998', '3. low': '543.9998', '4. close': '550.2998', '5. volume': '5433820'}"
2009-03-09,,"{'1. open': '598.9998', '2. high': '599.9998', '3. low': '580.9998', '4. close': '587.7498', '5. volume': '903094'}"
2009-03-06,,"{'1. open': '582.9998', '2. high': '605.2998', '3. low': '570.0999', '4. close': '602.1498', '5. volume': '1294944'}"
2009-03-05,,"{'1. open': '605.8998', '2. high': '609.8497', '3. low': '575.2997', '4. close': '589.2999', '5. volume': '1812262'}"
2009-03-04,,"{'1. open': '601.9998', '2. high': '606.4498', '3. low': '589.0998', '4. close': '600.6498', '5. volume': '2568559'}"
2009-03-03,,"{'1. open': '609.9998', '2. high': '621.9998', '3. low': '594.4997', '4. close': '601.4497', '5. volume': '1798515'}"
2009-03-02,,"{'1. open': '624.9998', '2. high': '626.9998', '3. low': '611.9998', '4. close': '617.4998', '5. volume': '921454'}"
2009-02-27,,"{'1. open': '648.6998', '2. high': '648.6998', '3. low': '625.4997', '4. close': '636.6498', '5. volume': '628363'}"
2009-02-26,,"{'1. open': '643.9998', '2. high': '658.9998', '3. low': '632.6997', '4. close': '651.7998', '5. volume': '567668'}"
2009-02-25,,"{'1. open': '644.9999', '2. high': '657.4998', '3. low': '637.1997', '4. close': '642.3498', '5. volume': '459431'}"
2009-02-24,,"{'1. open': '629.9998', '2. high': '649.9498', '3. low': '626.1498', '4. close': '638.4497', '5. volume': '498175'}"
2009-02-20,,"{'1. open': '644.9999', '2. high': '647.8998', '3. low': '630.9998', '4. close': '642.4498', '5. volume': '1099042'}"
2009-02-19,,"{'1. open': '644.9999', '2. high': '649.9997', '3. low': '636.0997', '4. close': '646.6498', '5. volume': '531337'}"
2009-02-18,,"{'1. open': '626.2998', '2. high': '651.6997', '3. low': '624.9998', '4. close': '641.2498', '5. volume': '890349'}"
2009-02-17,,"{'1. open': '629.9998', '2. high': '636.9997', '3. low': '623.0997', '4. close': '632.7497', '5. volume': '1397495'}"
2009-02-16,,"{'1. open': '649.7997', '2. high': '649.7997', '3. low': '628.0998', '4. close': '637.4998', '5. volume': '1030026'}"
2009-02-13,,"{'1. open': '654.9997', '2. high': '664.5498', '3. low': '643.5497', '4. close': '652.1498', '5. volume': '1226934'}"
2009-02-12,,"{'1. open': '667.9997', '2. high': '674.5997', '3. low': '644.9999', '4. close': '650.4497', '5. volume': '1218042'}"
2009-02-11,,"{'1. open': '646.9998', '2. high': '678.3997', '3. low': '642.0497', '4. close': '674.1998', '5. volume': '658418'}"
2009-02-10,,"{'1. open': '662.4997', '2. high': '665.7498', '3. low': '648.5498', '4. close': '662.7998', '5. volume': '617712'}"
2009-02-09,,"{'1. open': '664.9997', '2. high': '668.9997', '3. low': '638.9998', '4. close': '665.8498', '5. volume': '686657'}"
2009-02-06,,"{'1. open': '634.6998', '2. high': '649.9997', '3. low': '632.9998', '4. close': '647.3997', '5. volume': '749705'}"
2009-02-05,,"{'1. open': '649.9997', '2. high': '649.9997', '3. low': '618.1998', '4. close': '628.5498', '5. volume': '921682'}"
2009-02-04,,"{'1. open': '629.9998', '2. high': '639.2498', '3. low': '626.4997', '4. close': '633.6997', '5. volume': '1131683'}"
2009-02-03,,"{'1. open': '620.0997', '2. high': '636.4998', '3. low': '613.0998', '4. close': '624.8998', '5. volume': '794321'}"
2009-02-02,,"{'1. open': '626.9998', '2. high': '626.9998', '3. low': '606.9997', '4. close': '615.6998', '5. volume': '1239911'}"
2009-01-30,,"{'1. open': '619.9997', '2. high': '635.9997', '3. low': '607.9997', '4. close': '633.8498', '5. volume': '1191683'}"
2009-01-29,,"{'1. open': '660.9998', '2. high': '664.9997', '3. low': '620.9998', '4. close': '627.9498', '5. volume': '1510445'}"
2009-01-28,,"{'1. open': '654.9997', '2. high': '659.9998', '3. low': '635.0997', '4. close': '653.5998', '5. volume': '1567245'}"
2009-01-27,,"{'1. open': '619.9997', '2. high': '649.4998', '3. low': '615.9998', '4. close': '647.7498', '5. volume': '846478'}"
2009-01-23,,"{'1. open': '622.9998', '2. high': '624.8998', '3. low': '604.9998', '4. close': '615.6498', '5. volume': '1750970'}"
2009-01-22,,"{'1. open': '598.7997', '2. high': '623.6498', '3. low': '588.8998', '4. close': '619.6998', '5. volume': '3182131'}"
2009-01-21,,"{'1. open': '605.9997', '2. high': '605.9997', '3. low': '575.9997', '4. close': '583.5998', '5. volume': '2111590'}"
2009-01-20,,"{'1. open': '633.9998', '2. high': '638.9998', '3. low': '608.7998', '4. close': '615.3497', '5. volume': '1847839'}"
2009-01-19,,"{'1. open': '633.9998', '2. high': '651.9998', '3. low': '633.2998', '4. close': '646.9498', '5. volume': '884465'}"
2009-01-16,,"{'1. open': '609.9998', '2. high': '636.6498', '3. low': '608.4999', '4. close': '632.8498', '5. volume': '1083994'}"
2009-01-15,,"{'1. open': '607.9997', '2. high': '614.7498', '3. low': '582.1998', '4. close': '604.0498', '5. volume': '1577705'}"
2009-01-14,,"{'1. open': '614.9999', '2. high': '634.7998', '3. low': '612.3499', '4. close': '624.2498', '5. volume': '895996'}"
2009-01-13,,"{'1. open': '627.9998', '2. high': '639.9998', '3. low': '594.0998', '4. close': '607.0998', '5. volume': '2236229'}"
2009-01-12,,"{'1. open': '643.9998', '2. high': '643.9998', '3. low': '607.9997', '4. close': '624.5999', '5. volume': '2686180'}"
2009-01-09,,"{'1. open': '642.3998', '2. high': '651.9998', '3. low': '607.0998', '4. close': '637.1498', '5. volume': '1773998'}"
2009-01-07,,"{'1. open': '659.9998', '2. high': '668.7497', '3. low': '613.9998', '4. close': '649.0999', '5. volume': '2882398'}"
2009-01-06,,"{'1. open': '687.9997', '2. high': '694.7997', '3. low': '650.9997', '4. close': '656.7998', '5. volume': '3243466'}"
2009-01-05,,"{'1. open': '714.9997', '2. high': '714.9997', '3. low': '677.0998', '4. close': '685.3497', '5. volume': '3007910'}"
2009-01-02,,"{'1. open': '719.9998', '2. high': '724.9997', '3. low': '697.5997', '4. close': '704.7997', '5. volume': '1858821'}"
2009-01-01,,"{'1. open': '719.6997', '2. high': '724.9997', '3. low': '708.9998', '4. close': '719.5998', '5. volume': '665316'}"
2008-12-31,,"{'1. open': '729.9997', '2. high': '732.8997', '3. low': '710.9997', '4. close': '715.0997', '5. volume': '894549'}"
2008-12-30,,"{'1. open': '711.1498', '2. high': '733.7997', '3. low': '704.9997', '4. close': '722.3998', '5. volume': '871787'}"
2008-12-29,,"{'1. open': '683.9998', '2. high': '714.8997', '3. low': '665.2498', '4. close': '711.1498', '5. volume': '593015'}"
2008-12-26,,"{'1. open': '691.0997', '2. high': '696.6998', '3. low': '679.2497', '4. close': '686.6998', '5. volume': '6257383'}"
2008-12-24,,"{'1. open': '709.6997', '2. high': '716.7997', '3. low': '680.5497', '4. close': '689.3498', '5. volume': '1592236'}"
2008-12-23,,"{'1. open': '716.9997', '2. high': '719.9998', '3. low': '701.9998', '4. close': '711.2497', '5. volume': '561220'}"
2008-12-22,,"{'1. open': '725.6997', '2. high': '731.9998', '3. low': '712.0998', '4. close': '721.4997', '5. volume': '539478'}"
2008-12-19,,"{'1. open': '703.9997', '2. high': '731.9998', '3. low': '703.9997', '4. close': '721.5497', '5. volume': '1433884'}"
2008-12-18,,"{'1. open': '709.9998', '2. high': '719.9998', '3. low': '698.2497', '4. close': '710.5498', '5. volume': '2741773'}"
2008-12-17,,"{'1. open': '756.4998', '2. high': '756.4998', '3. low': '703.9997', '4. close': '709.6498', '5. volume': '1149006'}"
2008-12-16,,"{'1. open': '729.0497', '2. high': '749.4497', '3. low': '724.4997', '4. close': '744.8498', '5. volume': '852411'}"
2008-12-15,,"{'1. open': '722.2997', '2. high': '747.9997', '3. low': '722.2997', '4. close': '737.4997', '5. volume': '920355'}"
2008-12-12,,"{'1. open': '732.2498', '2. high': '734.9997', '3. low': '709.9998', '4. close': '722.2997', '5. volume': '1299090'}"
2008-12-11,,"{'1. open': '736.9997', '2. high': '749.9998', '3. low': '716.0997', '4. close': '742.2997', '5. volume': '1399910'}"
2008-12-10,,"{'1. open': '710.4997', '2. high': '739.9998', '3. low': '706.9998', '4. close': '735.7497', '5. volume': '1995688'}"
2008-12-08,,"{'1. open': '697.5997', '2. high': '716.5497', '3. low': '679.9997', '4. close': '700.7998', '5. volume': '1695728'}"
2008-12-05,,"{'1. open': '684.9997', '2. high': '696.9997', '3. low': '660.2497', '4. close': '665.2998', '5. volume': '1132266'}"
2008-12-04,,"{'1. open': '662.9998', '2. high': '689.9498', '3. low': '652.9998', '4. close': '685.1997', '5. volume': '2026251'}"
2008-12-03,,"{'1. open': '689.8997', '2. high': '689.8997', '3. low': '646.4998', '4. close': '663.8498', '5. volume': '1867211'}"
2008-12-02,,"{'1. open': '639.9998', '2. high': '674.9997', '3. low': '629.9998', '4. close': '670.9998', '5. volume': '2166958'}"
2008-12-01,,"{'1. open': '674.9997', '2. high': '694.3997', '3. low': '646.0498', '4. close': '651.1498', '5. volume': '1375935'}"
2008-11-28,,"{'1. open': '599.9998', '2. high': '674.9997', '3. low': '599.9998', '4. close': '671.0498', '5. volume': '2044904'}"
2008-11-26,,"{'1. open': '629.9998', '2. high': '658.9998', '3. low': '621.9998', '4. close': '654.6998', '5. volume': '1355553'}"
2008-11-25,,"{'1. open': '654.9997', '2. high': '664.9997', '3. low': '616.9998', '4. close': '626.4498', '5. volume': '1917188'}"
2008-11-24,,"{'1. open': '630.9998', '2. high': '645.5498', '3. low': '597.9998', '4. close': '635.9997', '5. volume': '1981601'}"
2008-11-21,,"{'1. open': '599.9998', '2. high': '629.9998', '3. low': '582.0998', '4. close': '619.0998', '5. volume': '1955424'}"
2008-11-20,,"{'1. open': '589.9998', '2. high': '598.4998', '3. low': '575.9498', '4. close': '592.1998', '5. volume': '3320088'}"
